2014-06-27;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;65;59;75;12.97;0.00;0
2014-06-28;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;64;58;73;17.45;0.00;0
2014-06-29;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;65;57;80;13.20;0.00;0
2014-06-30;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;68;59;82;9.62;0.00;0
2014-07-01;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;65;58;76;8.28;0.00;0
2014-07-02;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;64;58;76;12.53;0.00;0
2014-07-03;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;62;57;73;12.08;0.00;0
2014-07-04;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;61;55;68;12.30;0.00;1
2014-07-05;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;60;53;71;13.42;0.00;0
2014-07-06;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;59;53;69;16.11;0.00;0
2014-07-07;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;60;54;72;12.53;0.00;0
2014-07-08;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;63;56;76;8.72;0.00;0
2014-07-09;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;65;59;75;8.05;0.00;0
2014-07-10;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;66;61;74;11.41;0.00;0
2014-07-11;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;65;60;72;13.20;0.00;0
2014-07-12;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;64;54;69;14.32;0.00;0
2014-07-13;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;60;53;68;15.88;0.00;0
2014-07-14;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;65;58;76;10.07;0.00;0
2014-07-15;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;65;59;81;8.95;0.00;0
2014-07-16;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;70;62;78;10.29;0.00;0
2014-07-17;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;67;63;74;10.29;0.00;0
2014-07-18;USW00023234;SAN FRANCISCO INTERNATIONAL AIRPORT, CA US;67;62;74;10.51;0.00;0
